"Taxon","Family","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_147763",0,0,1,21,1,1,10,10
"Phyteuma spicatum","Campanulaceae","SylvanSeeds","Jankowska-Blaszczuk, M. and M. I. Daws (2007). ""Impact of red : far red ratios on germination of temperate forest herbs in relation to shade tolerance, seed mass and persistence in the soil."" Functional Ecology 21(6): 1055-1062.","Poland","Bialowieza forest, Poland",0,1,0,15,0,0,0,75
"Phyteuma spicatum","Campanulaceae","SylvanSeeds","Jankowska-Blaszczuk, M. and M. I. Daws (2007). ""Impact of red : far red ratios on germination of temperate forest herbs in relation to shade tolerance, seed mass and persistence in the soil."" Functional Ecology 21(6): 1055-1062.","Poland","Bialowieza forest, Poland",0,1,0,15,0,1,38,75
"Phyteuma spicatum","Campanulaceae","Enscobase","BGBM","Germany","B_DE-1952106",0,0,0,22,0,1,0,20
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","France","K_37574",0,1,0,20,0,1,1,20
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_142942",0,0,1,21,1,1,2,3
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_110163",0,0,1,18.33333333,1,1,19,20
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_120359",0,0,1,21,1,1,17,20
"Pilosella officinarum","Compositae","Enscobase","BGBM","Germany","B_DE-1710699",0,0,0,22,0,1,1,20
"Pilosella officinarum","Compositae","Enscobase","RBGK","UK","K_65171",0,0,0,11,0,1,40,40
"Pimpinella major","Apiaceae","Enscobase","RBGK","UK","K_76032",0,0,0,11,0,1,0,10
"Pimpinella major","Apiaceae","Enscobase","RBGK","UK","K_76032",0,0,0,16,0,1,4,10
"Pimpinella major","Apiaceae","Enscobase","RBGK","UK","K_76032",0,0,1,15,1,1,15,17
"Pimpinella major","Apiaceae","Enscobase","RBGK","UK","K_80857",0,1,0,15,0,1,9,10
"Pimpinella major","Apiaceae","Enscobase","RBGK","UK","K_80857",0,1,0,16,0,1,17,20
"Pimpinella major","Apiaceae","Enscobase","RBGK","UK","K_76032",0,0,0,16,1,1,22,29
"Pimpinella major","Apiaceae","Enscobase","RBGK","UK","K_76032",0,0,0,21,0,1,7,10
"Pimpinella saxifraga","Apiaceae","Enscobase","RBGK","UK","K_59525",0,1,0,16,1,1,36,39
"Pimpinella saxifraga","Apiaceae","Enscobase","RBGK","UK","K_67005",0,1,0,21,0,1,91,99
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,0,9,1,1,0,99
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","France","SOS212",0,0,1,17,1,1,95,96
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS180",0,0,0,17,1,1,92,99
"Plantago lanceolata","Plantaginaceae","Enscobase","RBGK","UK","K_401249",0,0,0,15,0,1,13,19
"Plantago lanceolata","Plantaginaceae","Enscobase","RBGK","UK","K_401249",0,0,0,20,0,1,9,19
"Plantago lanceolata","Plantaginaceae","Enscobase","RBGK","UK","K_401249",0,0,1,15,0,1,19,20
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,0,17,1,1,71,99
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,0,25,1,1,84,98
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS180",0,0,1,17,1,1,98,99
"Plantago lanceolata","Plantaginaceae","Enscobase","BGBM","Germany","B_DE-1993903",0,0,0,22,0,1,9,20
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,1,25,1,1,92,99
"Plantago lanceolata","Plantaginaceae","Enscobase","RBGK","UK","K_401249",0,0,1,20,0,1,17,20
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,1,9,1,1,8,99
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS194",0,0,1,17,1,1,99,99
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","France","SOS212",0,0,0,17,1,1,92,97
"Plantago lanceolata","Plantaginaceae","Enscobase","PAVIA","Italy","PAV_120PV",0,0,0,20,0,1,50,50
"Plantago lanceolata","Plantaginaceae","Enscobase","RBGK","UK","K_49731",0,0,0,20,0,1,50,50
"Plantago lanceolata","Plantaginaceae","Enscobase","RBGK","UK","K_49731",0,0,0,21,0,1,100,100
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS226",0,0,1,17,1,1,55,62
"Plantago lanceolata","Plantaginaceae","Enscobase","PAVIA","Italy","PAV_133PV",0,0,1,20,1,1,30,30
"Plantago lanceolata","Plantaginaceae","Enscobase","PAVIA","Italy","PAV_35PV",0,0,0,20,0,1,50,50
"Plantago lanceolata","Plantaginaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS226",0,0,0,17,1,1,60,77
"Plantago media","Plantaginaceae","Enscobase","RBGK","UK","K_58274",0,0,0,20,0,1,40,50
"Plantago media","Plantaginaceae","Enscobase","BGBM","Germany","B_DE-1962700",0,0,0,22,0,1,0,20
"Plantago media","Plantaginaceae","Enscobase","RBGK","UK","K_58274",0,0,1,20,0,1,19,19
"Plantago media","Plantaginaceae","Enscobase","RBGK","UK","K_58274",0,0,0,21,0,1,47,48
"Poa alpina","Poaceae","Enscobase","RBGK","Italy","K_6297",0,0,0,21,0,1,112,120
"Poa alpina","Poaceae","Enscobase","RBGK","Italy","K_6297",0,0,0,20,0,1,20,20
"Poa alpina","Poaceae","Enscobase","RBGK","Norway","K_11042",0,0,0,16,1,1,95,96
"Poa alpina","Poaceae","Enscobase","PAVIA","Italy","PAV_134SO",0,0,0,20,0,1,40,40
"Poa alpina","Poaceae","Enscobase","RBGK","Norway","K_11042",0,0,0,15,1,1,50,50
"Poa alpina","Poaceae","Enscobase","PAVIA","Italy","PAV_132SO",0,0,0,20,0,1,47,47
"Poa pratensis","Poaceae","Enscobase","RBGK","UK","K_12555",0,0,0,16,1,1,108,120
"Poa pratensis","Poaceae","Enscobase","RBGK","Greece","K_5407",0,0,0,15,1,1,10,10
"Poa pratensis","Poaceae","Enscobase","RBGK","Greece","K_5407",0,0,0,16,1,1,56,60
"Poa pratensis","Poaceae","Enscobase","RBGK","UK","K_9553",0,0,0,13.33333333,1,1,17,20
"Poa pratensis","Poaceae","Enscobase","PAVIA","Italy","PAV_49PV",0,0,0,20,0,1,4,29
"Poa pratensis","Poaceae","Enscobase","RBGK","UK","K_9553",0,0,0,16,1,1,106,120
"Poa pratensis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,0,9,1,1,36,82
"Poa pratensis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,1,25,1,1,67,97
"Poa pratensis","Poaceae","Enscobase","RBGK","Italy","K_12430",0,0,0,15,1,1,19,20
"Poa pratensis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,1,9,1,1,43,92
"Poa pratensis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,1,17,1,1,66,73
"Poa pratensis","Poaceae","Enscobase","RBGK","UK","K_12555",0,0,0,13.33333333,1,1,18,20
"Poa pratensis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,0,17,1,1,75,93
"Poa pratensis","Poaceae","Enscobase","RBGK","Italy","K_12430",0,0,0,16,1,1,106,119
"Poa pratensis","Poaceae","Enscobase","RBGK","Italy","K_12566",0,0,0,16,1,1,94,100
"Poa pratensis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS158",0,0,0,25,1,1,76,97
"Poa pratensis","Poaceae","Enscobase","PAVIA","Italy","PAV_1PV",0,0,0,20,0,1,5,50
"Poa trivialis","Poaceae","Enscobase","RBGK","Greece","K_25373",0,0,0,20,0,1,18,19
"Poa trivialis","Poaceae","Enscobase","RBGK","Greece","K_25373",0,0,0,21,0,1,184,198
"Poa trivialis","Poaceae","Enscobase","RBGK","UK","K_23003",0,0,0,21,0,1,58,60
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,0,0,28,150
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,0,1,136,150
"Poa trivialis","Poaceae","Enscobase","RBGK","UK","K_23003",0,0,0,20,0,1,20,20
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,10.4,0,1,35,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,12.2,0,1,36,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,14,0,1,24,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,0,0,0,200
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,0,1,84,200
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,15.8,0,1,26,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,17.6,0,1,22,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,19.3333333333333,1,1,198,200
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,19.4,0,1,23,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,21,1,0,22,200
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,21.2,0,1,19,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,23,0,1,20,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,24.8,0,1,5,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,26.6,0,1,5,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,28.4,0,1,1,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,30.2,0,1,0,50
"Poa trivialis","Poaceae","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,0,0,36,100
"Poa trivialis","Poaceae","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,0,1,190,200
"Poa trivialis","Poaceae","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,1,1,97,100
"Poa trivialis","Poaceae","SylvanSeeds","Wille, W., et al. (2013). ""Limited evidence for allelopathic effects of giant hogweed on germination of native herbs."" Seed Science Research 23(02): 157-162.","Denmark","Botanical Gardens, University of Copenhagen, Denmark",0,1,0,15,1,1,283,400
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,0,0,10,0,1,33,300
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,0,0,15,0,1,18,300
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,0,0,15,1,1,237,300
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,0,0,20,0,1,12,300
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","France","SOS206",0,0,0,17,1,1,43,67
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","France","SOS206",0,0,1,17,1,1,45,68
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,0,9,1,1,31,77
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,0,17,1,1,52,62
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,0,25,1,1,54,91
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,1,9,1,1,39,90
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,1,17,1,1,52,60
"Poa trivialis","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS235",0,0,1,25,1,1,45,94
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,13.3333333333333,1,1,141,150
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1984). ""The Influence of Burial and Dry-Storage Upon Cyclic Changes in Dormancy, Germination and Response to Light in Seeds of Various Arable Weeds."" New Phytologist 96(3): 473-481.","UK","Harwell, UK",0,0,0,15,1,1,294,300
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,5,0,1,0,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,6.8,0,1,18,50
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J. F., R. (1987). ""Germination of proximal and distal seeds of Poa trivialis L. from contrasting habitats."" Weed Research 27(4): 245-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,15,1,0,101,150
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,1,0,15,0,1,63,300
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,1,0,15,1,1,291,300
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,1,0,20,0,1,60,300
"Poa trivialis","Poaceae","SylvanSeeds","Froud-Williams, R. J., et al. (1986). ""Evidence for an Endogenous Cycle of Dormancy in Dry Stored Seeds of Poa Trivialis L."" New Phytologist 102(1): 123-131.","UK","Weed Research Organization, Oxford, UK",0,0,0,8.6,0,1,28,50
"Poa trivialis","Poaceae","SylvanSeeds","Williams, E. D. (1983). ""Germinability and enforced dormancy in seeds of species of indigenous grassland."" Annals of Applied Biology 102(3): 557-566.","UK","Yarnton, Oxford, UK",0,1,0,10,0,1,24,300
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",1,1,0,15,1,1,9,20
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",1,1,0,20,0,1,1,20
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",0,0,0,20,0,1,0,10
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",1,1,0,15,0,1,0,20
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",0,1,0,15,1,1,1,30
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",1,0,0,15,1,1,7,10
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",1,1,0,5,0,1,16,20
"Polygala vulgaris","Polygalaceae","Enscobase","RBGK","UK","K_135159",0,1,0,5,0,1,30,40
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_026/00",0,1,1,21.66666667,1,1,360,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_017/02",0,1,1,21.66666667,1,1,445,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_018/99",0,1,1,21.66666667,1,1,0,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_019/99",0,1,1,21.66666667,1,1,0,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_017/99",0,1,1,21.66666667,1,1,390,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_018/02",0,1,1,21.66666667,1,1,435,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_034/02",0,1,1,21.66666667,1,1,275,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_035/02",0,1,1,21.66666667,1,1,375,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_064/04",0,1,1,21.66666667,1,1,480,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_027/03",0,1,1,21.66666667,1,1,395,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_057/04",0,1,1,21.66666667,1,1,355,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_058/04",0,1,1,21.66666667,1,1,320,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_059/04",0,1,1,21.66666667,1,1,375,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_060/04",0,1,1,21.66666667,1,1,395,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_061/04",0,1,1,21.66666667,1,1,460,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_062/04",0,1,1,21.66666667,1,1,460,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_063/04",0,1,1,21.66666667,1,1,460,500
"Primula elatior","Primulaceae","Enscobase","RBGK","Bulgaria","K_21124",0,0,1,21,0,1,100,100
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_065/04",0,1,1,21.66666667,1,1,480,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_066/04",0,1,1,21.66666667,1,1,475,500
"Primula elatior","Primulaceae","Enscobase","BGBM","Germany","B_DE-2180806",0,0,0,22,0,1,0,20
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_036/02",0,1,1,21.66666667,1,1,210,500
"Primula elatior","Primulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_045/03",0,1,1,21.66666667,1,1,340,500
"Primula elatior","Primulaceae","SylvanSeeds","Baeten, L., et al. (2015). ""The phosphorus legacy of former agricultural land use can affect the production of germinable seeds in forest herbs."" Ecoscience 17(4): 365-371.","Belgium","Post-agricultural, Muizenbos forest, Belgium",0,0,0,15,1,1,135,150
